input,response
2024년 12월 04일에 위반와 같이 많이 언급된 키워드 순으로 알려줘,"수송체제, 국토교통부, 연수, 노동쟁의, 무기한, 전국철도노동조합, 총파업, 제공하는, 비상, 철도운영법 "
2024년 12월 04일에 제공하는와 같이 많이 언급된 키워드 순으로 알려줘,"수송체제, 국토교통부, 연수, 노동쟁의, 위반, 무기한, 전국철도노동조합, 총파업, 비상, 철도운영법 "
2024년 12월 04일에 비상와 같이 많이 언급된 키워드 순으로 알려줘,"총파업, 무기한, 전국철도노동조합, 수송체제, 국토교통부, 연수, 노동쟁의, 위반, 제공하는, 철도운영법, 운행, 안전, 체제, 수송, 열차, 비상수송, 철도, 대책본부, 예고, 노조, 전국철도노조, 전국, 한국 "
2024년 12월 04일에 철도운영법와 같이 많이 언급된 키워드 순으로 알려줘,"수송체제, 국토교통부, 연수, 노동쟁의, 위반, 무기한, 전국철도노동조합, 총파업, 제공하는, 비상 "
2024년 12월 04일에 국민철도와 같이 많이 언급된 키워드 순으로 알려줘,"철도, 총파업, 노조, 민주노총, 전국, 한국, 공사, 노동조합 "
2024년 12월 04일에 민주노총와 같이 많이 언급된 키워드 순으로 알려줘,"철도, 총파업, 노조, 국민철도, 전국, 한국, 공사, 노동조합 "
2024년 12월 04일에 전국와 같이 많이 언급된 키워드 순으로 알려줘,"철도, 총파업, 노조, 한국, 국민철도, 민주노총, 공사, 노동조합, 비상수송, 대책본부, 예고, 전국철도노조, 비상 "
2024년 12월 04일에 한국와 같이 많이 언급된 키워드 순으로 알려줘,"철도, 총파업, 노조, 전국, 국민철도, 민주노총, 공사, 노동조합, 비상수송, 대책본부, 예고, 전국철도노조, 비상 "
2024년 12월 04일에 공사와 같이 많이 언급된 키워드 순으로 알려줘,"철도, 총파업, 노조, 국민철도, 민주노총, 전국, 한국, 노동조합, 경강선, 서울교통공사, 파업, 도시철도, 수인분당선 "
2024년 12월 04일에 노동조합와 같이 많이 언급된 키워드 순으로 알려줘,"총파업, 철도, 노조, 국민철도, 민주노총, 전국, 한국, 공사, 투쟁, 전환, 대표들, 최명호철도노조위원장, 사측, 철도노동조합, 파업, 노사대립, 시민참여, 국제교류, 비상수송체제, 한국철도, 무기한, 열차, 안전 "
2024년 12월 04일에 비상대책본부와 같이 많이 언급된 키워드 순으로 알려줘,"총파업, 코레일, 열차운행, 전국철도노동조합, 안전비상수송체제, 비상수송체제, 무기한, 운행, 철도노조, 안전, 파업, 대응, 열차 "
2024년 12월 04일에 안전비상수송체제와 같이 많이 언급된 키워드 순으로 알려줘,"열차운행, 비상대책본부, 전국철도노동조합, 총파업, 코레일 "
2024년 12월 04일에 방안와 같이 많이 언급된 키워드 순으로 알려줘,"무기한, 철도, 총파업, 노조, 파업, 열차운행비상 "
2024년 12월 04일에 열차운행비상와 같이 많이 언급된 키워드 순으로 알려줘,"무기한, 철도, 총파업, 노조, 방안, 파업 "
2024년 12월 04일에 운행와 같이 많이 언급된 키워드 순으로 알려줘,"무기한, 총파업, 안전, 열차, 체제, 파업, 코레일, 전국철도노동조합, 비상수송체제, 비상수송, 수송, 비상, 철도노조, 비상대책본부, 대응 "
2024년 12월 04일에 안전와 같이 많이 언급된 키워드 순으로 알려줘,"무기한, 총파업, 열차, 운행, 비상수송체제, 체제, 파업, 코레일, 전국철도노동조합, 비상수송, 한국철도, 노동조합, 수송, 비상, 철도노조, 비상대책본부, 대응 "
2024년 12월 04일에 열차와 같이 많이 언급된 키워드 순으로 알려줘,"무기한, 총파업, 안전, 비상수송체제, 운행, 전국철도노동조합, 체제, 파업, 코레일, 안전운행, 비상수송, 철도공사, 한국철도, 노동조합, 수송, 비상, 철도노조, 비상대책본부, 대응, 국철노동조합 "
2024년 12월 04일에 열차안전운행와 같이 많이 언급된 키워드 순으로 알려줘,"비상수송체제, 전국철도노동조합, 무기한총파업, 총파업, 노조파업, 이용객불편, 한국철도공사코레일 "
2024년 12월 04일에 무기한총파업와 같이 많이 언급된 키워드 순으로 알려줘,"전국철도노동조합, 비상수송체제, 열차안전운행, 안전수송, 국민안전, 철도노조, 코레일, 총동원, 열차운행비상대책본부, 열차운행, 예고, 이용객불편, 한국철도공사코레일 "
2024년 12월 04일에 국민안전와 같이 많이 언급된 키워드 순으로 알려줘,"안전수송, 철도노조, 전국철도노동조합, 무기한총파업, 코레일, 총동원, 열차운행비상대책본부 "
2024년 12월 04일에 안전수송와 같이 많이 언급된 키워드 순으로 알려줘,"국민안전, 철도노조, 전국철도노동조합, 무기한총파업, 코레일, 총동원, 열차운행비상대책본부 "
2024년 12월 04일에 총동원와 같이 많이 언급된 키워드 순으로 알려줘,"안전수송, 국민안전, 철도노조, 전국철도노동조합, 무기한총파업, 코레일, 열차운행비상대책본부 "
2024년 12월 04일에 열차운행비상대책본부와 같이 많이 언급된 키워드 순으로 알려줘,"안전수송, 국민안전, 철도노조, 전국철도노동조합, 무기한총파업, 코레일, 총동원 "
2024년 12월 04일에 전환와 같이 많이 언급된 키워드 순으로 알려줘,"투쟁, 대표들, 노동조합, 최명호철도노조위원장, 사측, 총파업, 철도노동조합, 파업, 노사대립, 시민참여, 국제교류 "
2024년 12월 04일에 투쟁와 같이 많이 언급된 키워드 순으로 알려줘,"전환, 대표들, 노동조합, 최명호철도노조위원장, 사측, 총파업, 철도노동조합, 파업, 노사대립, 시민참여, 국제교류 "
2024년 12월 04일에 대표들와 같이 많이 언급된 키워드 순으로 알려줘,"투쟁, 전환, 노동조합, 최명호철도노조위원장, 사측, 총파업, 철도노동조합, 파업, 노사대립, 시민참여, 국제교류 "
2024년 12월 04일에 최명호철도노조위원장와 같이 많이 언급된 키워드 순으로 알려줘,"투쟁, 전환, 대표들, 노동조합, 사측, 총파업, 철도노동조합, 파업, 노사대립, 시민참여, 국제교류 "
2024년 12월 04일에 사측와 같이 많이 언급된 키워드 순으로 알려줘,"투쟁, 전환, 대표들, 노동조합, 최명호철도노조위원장, 총파업, 철도노동조합, 파업, 노사대립, 시민참여, 국제교류 "
2024년 12월 04일에 철도노동조합와 같이 많이 언급된 키워드 순으로 알려줘,"투쟁, 전환, 대표들, 노동조합, 최명호철도노조위원장, 사측, 총파업, 파업, 노사대립, 시민참여, 국제교류 "
2024년 12월 04일에 노사대립와 같이 많이 언급된 키워드 순으로 알려줘,"투쟁, 전환, 대표들, 노동조합, 최명호철도노조위원장, 사측, 총파업, 철도노동조합, 파업, 시민참여, 국제교류 "
2024년 12월 04일에 시민참여와 같이 많이 언급된 키워드 순으로 알려줘,"투쟁, 전환, 대표들, 노동조합, 최명호철도노조위원장, 사측, 총파업, 철도노동조합, 파업, 노사대립, 국제교류 "
2024년 12월 04일에 국제교류와 같이 많이 언급된 키워드 순으로 알려줘,"투쟁, 전환, 대표들, 노동조합, 최명호철도노조위원장, 사측, 총파업, 철도노동조합, 파업, 노사대립, 시민참여 "
2024년 12월 04일에 철도공사와 같이 많이 언급된 키워드 순으로 알려줘,열차 
2024년 12월 04일에 한국철도와 같이 많이 언급된 키워드 순으로 알려줘,"비상수송체제, 무기한, 총파업, 열차, 안전, 노동조합 "
2024년 12월 04일에 수송와 같이 많이 언급된 키워드 순으로 알려줘,"무기한, 운행, 전국철도노동조합, 총파업, 안전, 체제, 비상, 열차 "
2024년 12월 04일에 안전운행와 같이 많이 언급된 키워드 순으로 알려줘,"비상수송체제, 무기한, 총파업, 열차, 전국철도노동조합, 국철노동조합 "
2024년 12월 04일에 서울교통공사와 같이 많이 언급된 키워드 순으로 알려줘,"파업, 경강선, 수인분당선, 철도, 도시철도, 공사, 서울도시철도, 철도운행차질, 철도노조, 도심교통, 전국철도노동조합, 증차, 노조, 지하철, 광역철도, 버스 "
2024년 12월 04일에 도시철도와 같이 많이 언급된 키워드 순으로 알려줘,"경강선, 서울교통공사, 철도, 파업, 수인분당선, 공사 "
2024년 12월 04일에 예고와 같이 많이 언급된 키워드 순으로 알려줘,"비상수송체제, 열차운행, 전국철도노동조합, 무기한총파업, 비상수송, 철도, 대책본부, 총파업, 노조, 전국철도노조, 비상, 전국, 한국 "
2024년 12월 04일에 대책본부와 같이 많이 언급된 키워드 순으로 알려줘,"비상수송, 철도, 예고, 총파업, 노조, 전국철도노조, 비상, 전국, 한국 "
2024년 12월 04일에 전국철도노조와 같이 많이 언급된 키워드 순으로 알려줘,"비상수송, 철도, 대책본부, 예고, 총파업, 노조, 비상, 전국, 한국 "
2024년 12월 04일에 대응와 같이 많이 언급된 키워드 순으로 알려줘,"비상수송체제, 무기한, 운행, 철도노조, 비상대책본부, 총파업, 안전, 파업, 코레일, 열차 "
2024년 12월 04일에 가용자원와 같이 많이 언급된 키워드 순으로 알려줘,"철도노조, 국토안전시스템, 출퇴근시간 "
2024년 12월 04일에 국토안전시스템와 같이 많이 언급된 키워드 순으로 알려줘,"철도노조, 가용자원, 출퇴근시간 "
2024년 12월 04일에 출퇴근시간와 같이 많이 언급된 키워드 순으로 알려줘,"철도노조, 가용자원, 국토안전시스템 "
2024년 12월 04일에 철도운행차질와 같이 많이 언급된 키워드 순으로 알려줘,"경강선, 서울교통공사, 파업, 수인분당선 "
2024년 12월 04일에 노조파업와 같이 많이 언급된 키워드 순으로 알려줘,"열차안전운행, 총파업 "
2024년 12월 04일에 도심교통와 같이 많이 언급된 키워드 순으로 알려줘,"경강선, 서울교통공사, 철도노조, 파업, 수인분당선 "
2024년 12월 04일에 이용객불편와 같이 많이 언급된 키워드 순으로 알려줘,"열차안전운행, 비상수송체제, 전국철도노동조합, 한국철도공사코레일, 무기한총파업 "
2024년 12월 04일에 한국철도공사코레일와 같이 많이 언급된 키워드 순으로 알려줘,"열차안전운행, 비상수송체제, 이용객불편, 전국철도노동조합, 무기한총파업 "
2024년 12월 04일에 회의와 같이 많이 언급된 키워드 순으로 알려줘,"경찰청, 철도노조, 행정안전, 고용노동 "
2024년 12월 04일에 행정안전와 같이 많이 언급된 키워드 순으로 알려줘,"경찰청, 철도노조, 회의, 고용노동 "
2024년 12월 04일에 고용노동와 같이 많이 언급된 키워드 순으로 알려줘,"경찰청, 철도노조, 회의, 행정안전 "
2024년 12월 04일에 국철노동조합와 같이 많이 언급된 키워드 순으로 알려줘,"비상수송체제, 무기한, 총파업, 안전운행, 열차 "
2024년 12월 04일에 장관와 같이 많이 언급된 키워드 순으로 알려줘,"서울시, 박상우, 국토교통부, 경찰청, 고용노동부, 행정안전부, 인천시, 경기도 "
2024년 12월 04일에 증차와 같이 많이 언급된 키워드 순으로 알려줘,"서울교통공사, 전국철도노동조합, 노조, 지하철, 파업, 광역철도, 버스 "
2024년 12월 04일에 지하철와 같이 많이 언급된 키워드 순으로 알려줘,"서울교통공사, 전국철도노동조합, 증차, 노조, 파업, 광역철도, 버스 "
2024년 12월 04일에 광역철도와 같이 많이 언급된 키워드 순으로 알려줘,"서울교통공사, 전국철도노동조합, 증차, 노조, 지하철, 파업, 버스 "
2024년 12월 04일에 버스와 같이 많이 언급된 키워드 순으로 알려줘,"서울교통공사, 전국철도노동조합, 증차, 노조, 지하철, 파업, 광역철도 "
